iter	RMSE
1676	164.6170872
1677	164.0843072
1678	164.0006599
1679	163.754796
1680	163.4739658
1681	162.983515
1682	162.7277285
1683	162.5005912
1684	162.1617729
1685	162.0743878
1686	161.8019714
1687	161.3167301
1688	161.0617233
1689	160.9071842
1690	160.7040547
1691	160.3888371
1692	160.046931
1693	159.7937183
1694	159.6374068
1695	159.1988053
1696	158.9396095
1697	158.7419277
1698	158.3257509
1699	157.9017847
1700	157.6275133
1701	157.432826
1702	157.2263627
1703	156.9124997
1704	156.8106312
1705	156.3896111
1706	156.180727
1707	155.6938514
1708	155.361634
1709	155.0334917
1710	154.7972732
1711	154.4847311
1712	154.2573885
1713	154.0289199
1714	153.8346579
1715	153.7313925
1716	153.5762794
1717	153.1934742
1718	152.8913045
1719	152.7419546
1720	152.4791369
1721	152.0885005
1722	151.9209972
1723	151.696288
1724	151.4653681
1725	151.2488935
1726	151.0717408
1727	150.8683047
1728	150.75703
1729	150.6138584
1730	150.4220093
1731	150.2999472
1732	150.0481102
1733	149.7334435
1734	149.4588722
1735	149.2923965
1736	148.9899284
1737	148.7496815
1738	148.5450224
1739	148.3659993
1740	148.1645548
1741	147.8484599
1742	147.62388
1743	147.4432549
1744	147.1512059
1745	146.9415984
1746	146.7022809
1747	146.3715607
1748	146.0978525
1749	145.9876641
1750	145.6934497
1751	145.6704842
1752	145.2840138
1753	145.0485114
1754	144.8941507
1755	144.7910688
1756	144.5314476
1757	144.353569
1758	144.1955589
1759	144.019496
1760	143.7314672
1761	143.5789735
1762	143.2252258
1763	143.1365035
1764	143.0363866
1765	142.9274923
1766	142.791481
1767	142.5440835
1768	142.4737971
1769	142.3377663
1770	142.1506607
1771	142.0372281
1772	141.9817273
1773	141.8439878
1774	141.6511573
1775	141.4841498
1776	141.3834175
1777	141.1223241
1778	140.7927255
1779	140.6653071
1780	140.4511365
1781	140.1403559
1782	140.0232929
1783	139.7386803
1784	139.551404
1785	139.2931135
1786	139.1323753
1787	138.9102759
1788	138.7267895
1789	138.5570073
1790	138.4263634
1791	138.2873024
1792	138.2615385
1793	138.1630513
1794	137.9307553
1795	137.8124761
1796	137.6839831
1797	137.5142699
1798	137.4680939
1799	137.1858826
1800	136.9644078
1801	136.8155415
1802	136.5840711
1803	136.4714617
1804	136.3122703
1805	136.2837592
1806	136.1873276
1807	136.0631607
1808	135.9406674
1809	135.7604403
1810	135.5833765
1811	135.4485516
1812	135.2913153
1813	135.0483576
1814	134.668335
1815	134.6505384
1816	134.5388089
1817	134.472273
1818	134.3221392
1819	134.0615422
1820	133.9432594
1821	133.7889079
1822	133.4482969
1823	133.4221304
1824	133.1748761
1825	132.9810906
1826	132.7851169
1827	132.4468102
1828	132.3795601
1829	132.1829683
1830	132.0304279
1831	131.8784685
1832	131.5905433
1833	131.4249319
1834	131.2377166
1835	130.9499688
1836	130.6931813
1837	130.6765498
1838	130.3313023
1839	130.0414415
1840	129.9494349
1841	129.8183546
1842	129.6330981
1843	129.4470428
1844	129.2790742
1845	129.0647073
1846	128.8634502
1847	128.7681608
1848	128.6696158
1849	128.4814863
1850	128.423873
1851	128.2359889
1852	128.057447
1853	127.8494948
1854	127.6760118
1855	127.4226649
1856	127.2926865
1857	127.180267
1858	127.0396386
1859	126.9920181
1860	126.9194095
1861	126.6602427
1862	126.4627839
1863	126.2784446
1864	126.1876504
1865	125.7996623
1866	125.7491819
1867	125.7165502
1868	125.6988513
1869	125.4887178
1870	125.3899022
1871	125.1922155
1872	125.0914429
1873	124.9784458
1874	124.7777561
1875	124.7204777
1876	124.6531085
1877	124.4926692
1878	124.4511586
1879	124.2395705
1880	124.1410935
1881	123.8998268
1882	123.8705234
1883	123.6917093
1884	123.5455174
1885	123.3607534
1886	123.3447
1887	123.2492393
1888	123.0008162
1889	122.8415076
1890	122.7138311
1891	122.5809701
1892	122.452943
1893	122.3366631
1894	122.1088735
1895	121.9492721
1896	121.6259957
1897	121.4763514
1898	121.3668543
1899	121.2042208
1900	120.9476529
1901	120.8913754
1902	120.869533
1903	120.5567135
1904	120.3083553
1905	120.1869163
1906	120.0845818
1907	120.0560425
1908	119.6968017
1909	119.5516936
1910	119.4941739
1911	119.3968443
1912	119.2254521
1913	118.9788022
1914	118.9141948
1915	118.7521673
1916	118.6680173
1917	118.6564825
1918	118.4763017
1919	118.3604608
1920	118.2315225
1921	118.0488449
1922	117.8691023
1923	117.7261012
1924	117.5771352
1925	117.3689665
1926	117.3031007
1927	117.221546
1928	117.1371955
1929	116.8596549
1930	116.820708
1931	116.6609525
1932	116.5374629
1933	116.2442786
1934	116.1177653
1935	115.901614
1936	115.7082443
1937	115.6094583
1938	115.4630574
1939	115.2833662
1940	115.2240135
1941	115.1352573
1942	114.9749719
1943	114.7286508
1944	114.6748529
1945	114.6139401
1946	114.4283341
1947	114.4099804
1948	114.1751678
1949	113.9577089
1950	113.860293
1951	113.8512732
1952	113.6478815
1953	113.473569
1954	113.3955603
1955	113.2417288
1956	113.1637692
1957	113.0820715
1958	113.0332938
1959	112.8747401
1960	112.7192353
1961	112.6460036
1962	112.5316414
1963	112.4266683
1964	112.3687012
1965	112.2671737
1966	112.1785636
1967	112.039582
1968	111.9196974
1969	111.7561236
1970	111.6487707
1971	111.433165
1972	111.3458007
1973	111.1856037
1974	111.0406109
1975	110.9172778
1976	110.6790293
1977	110.6385359
1978	110.5283384
1979	110.379438
1980	110.2989838
1981	110.2473225
1982	110.2240421
1983	110.1574471
1984	109.9429434
1985	109.6711847
1986	109.6476973
1987	109.5761907
1988	109.4042064
1989	109.2743483
1990	109.1673009
1991	108.9911189
1992	108.8374209
1993	108.6823532
1994	108.6673915
1995	108.6470255
1996	108.4939637
1997	108.274802
1998	108.1849028
1999	107.9700277
