iter	RMSE
238	2232.38029
239	2225.913826
240	2219.256241
241	2212.921728
242	2208.290672
243	2201.937163
244	2193.647404
245	2187.702324
246	2181.373111
247	2177.325427
248	2173.267577
249	2168.346972
250	2163.336841
251	2160.023102
252	2156.254964
253	2150.892741
254	2146.1839
255	2141.311284
256	2131.858478
257	2126.180581
258	2121.045402
259	2115.563032
260	2109.902728
261	2105.19321
262	2100.303417
263	2095.368219
264	2090.818645
265	2083.205116
266	2078.749834
267	2073.770524
268	2066.029962
269	2061.944565
270	2058.090937
271	2054.680488
272	2048.105257
273	2044.688526
274	2039.494779
275	2035.156423
276	2029.902482
277	2024.121406
278	2014.978796
279	2008.720922
280	1999.927842
281	1994.036238
282	1984.91662
283	1978.674259
284	1974.793512
285	1971.04654
286	1967.609865
287	1964.429304
288	1961.065414
289	1957.787692
290	1954.676088
291	1949.800602
292	1945.116244
293	1933.899285
294	1930.226573
295	1924.96818
296	1920.272894
297	1916.232211
298	1912.598634
299	1907.483284
300	1902.263097
301	1895.943351
302	1892.729023
303	1887.155427
304	1882.686748
305	1877.579666
306	1873.540112
307	1867.535916
308	1865.630733
309	1860.998571
310	1856.389589
311	1852.244149
312	1846.004448
313	1840.768785
314	1837.307321
315	1833.537296
316	1827.936591
317	1825.148399
318	1822.218988
319	1819.276877
320	1816.787849
321	1814.792971
322	1812.659566
323	1809.276008
324	1804.95571
325	1802.923801
326	1798.899428
327	1796.642131
328	1792.051885
329	1789.779854
330	1783.247005
331	1778.324812
332	1775.085159
333	1772.779574
334	1765.780233
335	1761.815343
336	1757.193849
337	1753.814706
338	1748.194526
339	1743.332917
340	1737.909795
341	1732.320629
342	1727.188258
343	1723.284215
344	1718.253625
345	1715.84759
346	1711.728284
347	1709.766889
348	1703.222848
349	1700.74402
350	1698.587542
351	1696.38957
352	1690.144349
353	1683.731112
354	1679.446692
355	1677.993371
356	1675.009946
357	1669.454535
358	1667.373064
359	1665.218751
360	1663.032426
361	1660.628905
362	1658.983208
363	1655.850176
364	1653.823074
365	1650.685984
366	1645.017749
367	1643.023886
368	1638.934532
369	1636.955493
370	1628.775346
371	1624.662034
372	1616.192057
373	1609.253719
374	1605.720946
375	1598.792517
376	1595.482181
377	1591.809538
378	1585.115918
379	1579.688142
380	1575.010691
381	1572.296633
382	1566.487677
383	1562.857251
384	1557.478994
385	1554.114151
386	1549.627393
387	1546.230032
388	1541.683059
389	1537.754312
390	1534.292675
391	1527.54955
392	1525.24074
393	1522.719483
394	1517.479552
395	1511.414748
396	1507.914159
397	1506.625132
398	1500.488758
399	1496.281269
400	1492.167204
401	1488.589601
402	1483.622066
403	1481.864146
404	1479.119521
405	1476.442718
406	1470.965704
407	1465.557909
408	1460.753605
409	1457.878909
410	1453.909912
411	1447.194332
412	1442.228449
413	1437.402891
414	1434.702163
415	1430.122477
416	1425.935035
417	1423.306537
418	1417.7812
419	1413.36145
420	1408.975582
421	1405.333983
422	1401.877756
423	1396.641894
424	1393.573145
425	1388.758879
426	1383.251739
427	1377.295073
428	1372.940303
429	1370.590258
430	1366.924758
431	1365.099587
432	1363.269331
433	1358.151273
434	1356.140895
435	1348.875836
436	1346.766027
437	1344.720881
438	1339.085341
439	1337.283939
440	1333.80826
441	1330.972956
442	1328.104099
443	1324.431512
444	1322.184398
445	1320.013394
446	1313.210729
447	1309.498489
448	1305.728681
449	1304.775089
450	1301.864798
451	1298.216526
452	1295.526692
453	1292.68128
454	1287.288118
455	1282.748228
456	1278.314208
457	1274.467186
458	1273.305981
459	1269.41687
460	1265.094882
461	1260.60752
462	1256.043343
463	1251.454434
464	1246.344209
465	1242.390425
466	1238.166108
467	1235.629305
468	1232.090825
469	1227.82362
470	1224.039322
471	1220.592014
472	1217.314011
473	1213.944595
474	1212.824719
475	1209.699783
476	1207.204959
477	1204.437944
478	1202.714483
479	1201.967644
480	1200.627167
481	1197.736486
482	1196.771589
483	1193.743527
484	1191.083703
485	1188.637279
486	1187.621738
487	1183.696992
488	1180.289484
489	1177.740658
490	1172.680132
491	1170.728062
492	1168.555845
493	1166.721033
494	1164.331146
495	1162.064119
496	1158.559074
497	1156.85914
498	1153.489987
499	1152.489757
500	1151.292462
501	1149.852664
502	1148.906764
503	1146.66708
504	1144.313021
505	1142.305548
506	1141.357708
507	1138.07789
508	1134.510632
509	1131.887967
510	1130.37413
511	1129.474473
512	1128.565316
513	1127.501589
514	1122.804484
515	1120.488506
516	1117.437912
517	1113.522551
518	1112.838739
519	1111.162626
520	1108.451866
521	1105.007627
522	1102.233849
523	1099.711346
524	1096.022191
525	1095.522806
526	1092.263789
527	1091.220309
528	1089.798735
529	1088.673746
530	1087.734905
531	1084.410305
532	1081.976837
533	1080.480163
534	1079.547383
535	1076.337055
536	1074.603058
537	1074.335438
538	1072.56221
539	1068.45844
540	1064.327932
541	1061.161924
542	1057.620407
543	1055.655815
544	1054.149172
545	1052.362339
546	1048.852583
547	1046.950107
548	1045.233066
549	1042.938126
550	1041.719623
551	1040.773371
552	1040.035441
553	1038.457802
554	1037.97778
555	1037.115524
556	1036.064379
557	1034.320097
558	1033.556064
559	1030.263158
560	1029.676763
561	1028.771549
562	1028.203638
563	1025.720081
564	1023.692232
565	1021.265452
566	1018.269396
567	1017.586304
568	1016.55943
569	1013.891292
570	1012.149234
571	1011.913891
572	1010.250054
573	1009.307916
574	1004.927504
575	1002.19858
576	999.9634962
577	996.7171636
578	992.8740606
579	989.6696643
580	988.7065038
581	987.1343979
582	986.2873796
583	985.8426787
584	984.8632716
585	981.7276589
586	981.1704629
587	977.8636693
588	974.2296393
589	972.0910934
590	970.7481531
591	967.6232551
592	966.4456212
593	965.4970137
594	962.7338359
595	961.0420416
596	960.3636663
597	958.3204689
598	955.503055
599	953.874798
600	951.7928894
601	949.6937024
602	947.1146313
603	946.4003592
604	944.5663086
605	943.8223411
606	943.5109481
607	941.5615321
608	940.5690297
609	939.8012558
610	939.6490771
611	937.6677716
612	934.3055518
613	932.2665826
614	930.4771401
615	929.0124204
616	928.0179384
617	923.9098083
618	923.6175955
619	921.6869557
620	920.1740986
621	918.3643406
622	916.615901
623	914.4732361
624	912.7928126
625	909.7620697
626	906.9099223
627	904.2904031
628	901.6845674
629	900.5901507
630	898.5758697
631	895.838386
632	895.1365354
633	892.9891169
634	892.2651251
635	890.191976
636	889.6708418
637	888.661071
638	886.5151027
639	884.6931331
640	883.1390636
641	881.3624008
642	881.1258842
643	880.1075221
644	879.8144892
645	879.0118715
646	877.372578
647	876.7069208
648	874.6870252
649	874.4643527
650	874.0118787
651	872.6487401
652	870.4849784
653	869.9274129
654	868.0078427
655	867.261021
656	866.1914478
657	865.4276616
658	863.1591217
659	862.089333
660	858.6429263
661	858.0169136
662	856.1028532
663	855.2877208
664	854.2609237
665	852.7722283
666	850.258916
667	848.3880597
668	846.5352625
669	844.3282176
670	842.3347455
671	841.6529229
672	839.7316849
673	838.8351766
674	836.5097186
675	835.7363154
676	835.1668941
677	833.0397496
678	831.2413565
679	830.2591198
680	828.2297247
681	828.0364762
682	826.813774
683	824.6401028
684	823.5988832
685	822.6472211
686	819.5861911
687	818.678023
688	817.934768
689	816.8326656
690	815.7900219
691	814.8393422
692	814.5017628
693	812.8427046
694	812.1460159
695	811.8921005
696	811.7596344
697	810.5767342
698	808.6236055
699	807.4702365
700	806.8990943
701	804.9488441
702	804.6273495
703	803.6011118
704	801.7081458
705	799.7052411
706	797.5303597
707	796.5737776
708	795.1581647
709	794.2594261
710	793.6624503
711	792.7275965
712	791.6994662
713	791.0762902
714	790.4898577
715	789.9099121
716	788.538064
717	786.5802428
718	786.3015578
719	784.9274013
720	783.0492349
721	781.3228129
722	779.1629675
723	777.2240779
724	776.5466893
725	774.874778
726	774.322196
727	771.9743664
728	771.1772046
729	768.9115442
730	768.3125813
731	765.4054939
732	764.9453398
733	763.2966013
734	762.4474931
735	762.3025343
736	761.4619849
737	760.0646011
738	757.1609203
739	756.0887068
740	754.2836433
741	753.1222108
742	751.0166999
743	749.4904958
744	747.4826552
745	746.6898325
746	746.4268031
747	745.7887836
748	743.167163
749	742.365466
750	739.9187606
751	737.5409306
752	736.7088983
753	734.7830515
754	734.0578392
755	733.1630517
756	731.5868227
757	731.2675536
758	729.7246846
759	728.3349152
760	726.7492263
761	725.9737009
762	725.5598787
763	723.9501844
764	722.666179
765	721.9095823
766	720.5074542
767	718.8217186
768	717.7535252
769	715.8059632
770	715.3206321
771	715.0526162
772	712.3067017
773	709.8242675
774	708.1619604
775	705.7968743
776	705.4657939
777	703.2331891
778	702.3211948
779	700.5949938
780	698.6849147
781	697.2593503
782	695.4109579
783	694.4561555
784	693.6653545
785	693.4620925
786	692.5506173
787	690.5556809
788	688.9057527
789	688.6818686
790	686.9718562
791	685.3974693
792	682.9726509
793	681.2925963
794	680.2378437
795	679.9508495
796	679.309545
797	677.1928023
798	674.9684804
799	673.2584592
800	672.3066419
801	671.7107874
802	670.4757321
803	669.5847394
804	668.3256869
805	667.63121
806	666.8590793
807	665.774009
808	665.4853154
809	664.4511116
810	664.093527
811	662.2578365
812	661.6468783
813	660.3526964
814	659.7921039
815	658.0439764
816	657.6629917
817	656.5897784
818	655.1301409
819	653.5824173
820	651.7178048
821	650.4712479
822	649.5018736
823	648.2913742
824	648.0103638
825	646.6734353
826	646.3120233
827	645.6538432
828	644.6250942
829	643.1085677
830	642.7520175
831	640.5243673
832	638.3033833
833	636.8471904
834	636.4130226
835	635.8932693
836	635.0275868
837	633.4202704
838	631.9256565
839	630.89411
840	628.4954352
841	627.9864988
842	626.8674628
843	625.6879434
844	625.5537161
845	624.184932
846	622.356465
847	620.8255972
848	619.5398452
849	618.5391362
850	617.5862825
851	616.3586518
852	615.16086
853	614.9773314
854	613.9287656
855	612.7172311
856	611.0850954
857	609.7637946
858	608.840403
859	608.6517478
860	608.3921624
861	607.0203571
862	605.3991477
863	604.9409425
864	603.7178332
865	602.7112163
866	602.3542373
867	601.1796571
868	600.3002072
869	599.237079
870	597.6107207
871	596.2834429
872	595.7696923
873	595.1219528
874	593.6086238
875	592.3561982
876	590.8876038
877	589.6967069
878	588.3887131
879	587.702606
880	585.868906
881	584.326093
882	582.8913208
883	582.0467949
884	581.0088685
885	579.504774
886	577.7423652
887	576.0499656
888	575.4723613
889	574.3998514
890	572.9058438
891	571.4334974
892	570.2197468
893	567.7816306
894	566.138848
895	564.4572091
896	563.7242558
897	562.7347566
898	561.9553793
899	560.6820727
900	558.9786037
901	558.0754603
902	557.2784211
903	556.5687221
904	555.4797979
905	554.5603609
906	552.7343272
907	551.6714161
908	551.5055369
909	550.0324708
910	548.1065104
911	548.0160611
912	547.5851963
913	547.1322938
914	546.1054326
915	545.2598425
916	544.4111981
917	543.2857871
918	541.269471
919	540.2438052
920	539.2942123
921	538.4421829
922	537.2521424
923	535.8533663
924	534.2787997
925	532.8512386
926	531.985003
927	531.1658352
928	529.9398292
929	529.3297948
930	528.4885652
931	526.8882168
932	526.2767395
933	525.9508339
934	525.1524849
935	524.5967749
936	523.4148106
937	521.8791869
938	521.2651423
939	520.5364609
940	519.4647186
941	517.6512214
942	516.5937497
943	515.7944673
944	515.2980955
945	514.6413304
946	513.3236391
947	511.9532153
948	510.6521326
949	509.7947666
950	509.5037619
951	507.4962239
952	506.4525301
953	505.9058382
954	505.3058389
955	504.3615684
956	503.0269996
957	502.4733931
958	502.0799396
959	501.2827416
960	500.4684035
961	499.5720339
962	498.7349779
963	498.498183
964	497.573857
965	496.7253832
966	495.7122478
967	495.1302119
968	494.7640918
969	494.382191
970	493.251616
971	492.5323731
972	491.0018911
973	489.5458426
974	488.0985505
975	487.4093197
976	486.4050041
977	485.6229578
978	484.6543085
979	483.059936
980	482.7662579
981	482.1212183
982	480.8847433
983	479.8642205
984	478.284196
985	477.0353074
986	476.3828802
987	476.160867
988	475.011894
989	474.1739134
990	473.1705268
991	472.3488368
992	470.9283546
993	469.5019547
994	468.4745466
995	467.457202
996	467.1954213
997	466.1450049
998	465.7527922
999	465.3843832
1000	464.6079213
1001	464.1197945
1002	463.295739
1003	463.0626661
1004	461.4746569
1005	460.4606297
1006	460.3190938
1007	459.2315045
1008	458.4406431
1009	457.4280302
1010	456.9555677
1011	455.2919897
1012	454.4186748
1013	453.1724981
1014	452.3598794
1015	451.2543129
1016	450.0898698
1017	449.6819535
1018	449.4515208
1019	449.2684147
1020	448.4956235
1021	447.3195619
1022	446.6881137
1023	446.6137613
1024	446.2106015
1025	445.557725
1026	444.6117355
1027	443.6183644
1028	443.0012899
1029	442.1422935
1030	441.419668
1031	440.8507342
1032	439.8716411
1033	439.7373078
1034	438.5935298
1035	437.3870497
1036	436.3082341
1037	435.5379667
1038	434.5718566
1039	433.6973059
1040	433.5649263
1041	432.9853947
1042	432.6783718
1043	431.6263877
1044	430.4054207
1045	429.9310755
1046	429.4066693
1047	428.4942887
1048	428.2665614
1049	427.5193125
1050	426.8804654
1051	426.2080843
1052	425.3081723
1053	424.7906127
1054	424.2483677
1055	423.3077961
1056	422.8014315
1057	422.6269654
1058	422.2809338
1059	421.2637023
1060	420.5032765
1061	420.1837883
1062	419.8465162
1063	419.0417231
1064	418.645118
1065	418.4624537
1066	417.827616
1067	417.4328225
1068	416.8919602
1069	416.0292817
1070	414.8994188
1071	414.2861569
1072	413.9071883
1073	413.0547463
1074	411.9739181
1075	411.7133243
1076	410.9836681
1077	410.7631288
1078	409.6722248
1079	408.6740744
1080	408.5708213
1081	407.7964629
1082	407.1134461
1083	407.0078159
1084	406.1886688
1085	405.6091838
1086	405.1309962
1087	403.731777
1088	402.7472709
1089	402.3331874
1090	401.8584351
1091	401.4943202
1092	400.5162795
1093	399.5124435
1094	399.4545779
1095	398.8505263
1096	398.2855773
1097	397.4357756
1098	396.5794693
1099	396.3163323
1100	395.2091468
1101	394.1481495
1102	393.1455615
1103	392.8990731
1104	392.4457295
1105	392.1215133
1106	390.833747
1107	390.4716515
1108	389.7718515
1109	389.5830575
1110	388.8506519
1111	388.2298708
1112	387.6849444
1113	387.2525204
1114	387.0791133
1115	385.9641339
1116	385.2606451
1117	384.5433692
1118	384.0198439
1119	383.1586833
1120	383.0321115
1121	382.8470519
1122	382.0545116
1123	381.1902017
1124	380.9434826
1125	380.5206992
1126	379.8379324
1127	379.2912141
1128	378.4147569
1129	377.4264899
1130	376.5790615
1131	375.635142
1132	375.5818625
1133	375.0337161
1134	374.9818593
1135	373.7627625
1136	373.1802386
1137	372.6142265
1138	372.1600502
1139	371.3405879
1140	371.2659784
1141	370.1573286
1142	369.7873556
1143	369.4833352
1144	368.5415699
1145	367.6954102
1146	367.399216
1147	366.8435254
1148	365.6893445
1149	365.372334
1150	365.2366878
1151	364.880069
1152	364.3038837
1153	364.0386913
1154	363.218661
1155	362.4557969
1156	361.7544528
1157	361.2473663
1158	360.7759493
1159	360.3987337
1160	360.285168
1161	359.3922982
1162	358.5493585
1163	358.0305633
1164	357.5314681
1165	357.1759158
1166	356.6110873
1167	355.4500244
1168	354.6572201
1169	354.1959274
1170	354.1011657
1171	354.0028538
1172	353.6728907
1173	353.2529054
1174	352.6267543
1175	352.3217194
1176	352.0164304
1177	351.8358843
1178	351.0271207
1179	350.211755
1180	349.4933285
1181	348.3133415
1182	347.8166509
1183	347.5198985
1184	346.9816943
1185	346.4680057
1186	345.9007379
1187	345.4139329
1188	345.1547781
1189	344.5073066
1190	344.4425244
1191	343.752784
1192	343.1040561
1193	342.6335804
1194	342.3437783
1195	342.2642798
1196	341.7332572
1197	340.944221
1198	340.4741784
1199	339.7482677
1200	338.9382925
1201	338.0699932
1202	337.7417641
1203	337.0789087
1204	337.0105902
1205	336.6419915
1206	335.7363242
1207	334.7972305
1208	334.7032495
1209	334.1731529
1210	333.8171178
1211	333.6237441
1212	333.1230805
1213	332.7956214
1214	332.0456987
1215	331.3074358
1216	330.7448748
1217	329.627023
1218	328.7594746
1219	327.9915536
1220	327.1321459
1221	326.8042942
1222	325.7996872
1223	324.8886837
1224	324.21984
1225	323.6429022
1226	322.784752
1227	321.8660235
1228	321.3507851
1229	320.7950535
1230	320.3490646
1231	319.6477998
1232	319.5335935
1233	318.5393286
1234	318.0505676
1235	317.927959
1236	317.4614592
1237	316.8844088
1238	316.5179905
1239	315.8956894
1240	315.721898
1241	315.1055522
1242	314.9226293
1243	313.8427063
1244	313.2480838
1245	312.8433424
1246	312.3390592
1247	311.5155204
1248	310.8386865
1249	310.2505318
1250	309.8730555
1251	309.453592
1252	309.0301064
1253	308.518085
1254	307.6345902
1255	306.6691304
1256	306.5706179
1257	306.1338651
1258	305.0389924
1259	304.7547425
1260	304.0941321
1261	303.7507896
1262	303.5277044
1263	303.1059
1264	302.9987681
1265	302.3152296
1266	301.9270009
1267	301.5275896
1268	301.3735553
1269	300.6859952
1270	300.34504
1271	300.1226359
1272	299.4071962
1273	299.3256385
1274	298.774123
1275	298.4930285
1276	297.9521373
1277	297.6695323
1278	297.0432439
1279	296.6605815
1280	296.2149094
1281	296.1237127
1282	295.5402237
1283	295.2973236
1284	295.0292185
1285	294.4632778
1286	294.3264889
1287	294.1413635
1288	293.6833185
1289	293.0095741
1290	292.4999329
1291	291.7554476
1292	291.6851471
1293	291.2300854
1294	290.2702162
1295	289.9418494
1296	289.6796357
1297	289.3231277
1298	288.84255
1299	288.7892494
1300	288.4771348
1301	287.8286919
1302	287.2722579
1303	286.7263423
1304	286.1895583
1305	285.658065
1306	285.4683821
1307	284.8036265
1308	284.5364281
1309	284.014637
1310	283.6943
1311	283.147382
1312	282.9614778
1313	282.5797731
1314	282.0355294
1315	281.9341499
1316	281.571326
1317	281.2972784
1318	280.7388526
1319	279.729999
1320	279.1119892
1321	279.0120267
1322	278.5391886
1323	278.0206426
1324	277.9448726
1325	277.3277732
1326	276.3589551
1327	276.1916759
1328	275.5128928
1329	275.4520983
1330	275.3314157
1331	275.1635689
1332	274.7199312
1333	274.5904277
1334	273.7857386
1335	273.680651
1336	273.2118601
1337	273.0888448
1338	272.8078919
1339	272.3596617
1340	272.0588963
1341	271.6757364
1342	271.4007857
1343	270.7174567
1344	270.3828868
1345	270.3091829
1346	270.2724958
1347	270.0152944
1348	269.9513949
1349	269.5845897
1350	268.5933123
1351	268.4322251
1352	268.1724348
1353	267.620349
1354	267.0653941
1355	266.6637216
1356	266.6275682
1357	266.5251902
1358	266.3039613
1359	265.5560143
1360	265.3229542
1361	264.9119844
1362	264.1943641
1363	263.8310273
1364	263.3876117
1365	262.9017437
1366	262.7969028
1367	262.5207702
1368	261.88142
1369	261.4511151
1370	261.1574356
1371	260.551636
1372	259.9296211
1373	259.371927
1374	258.9049086
1375	258.3208178
1376	257.9101253
1377	257.4532452
1378	257.0248937
1379	256.6955015
1380	256.2085853
1381	255.7641968
1382	255.3558387
1383	254.8695255
1384	254.7181142
1385	254.2001871
1386	254.0378535
1387	253.9850922
1388	253.4483219
1389	253.0264659
1390	252.7847056
1391	252.1946754
1392	251.8868246
1393	251.2207726
1394	250.2852572
1395	250.0981905
1396	249.7143809
1397	249.3929787
1398	249.2029498
1399	248.9452729
1400	248.401489
1401	248.1044382
1402	247.5422508
1403	247.1759225
1404	246.8178813
1405	246.5522578
1406	246.3240418
1407	245.9914736
1408	245.4265075
1409	244.837628
1410	244.6039642
1411	243.9831346
1412	243.6714421
1413	243.1587817
1414	242.8128859
1415	242.418723
1416	241.5406209
1417	241.0903934
1418	240.6714676
1419	240.4573911
1420	240.2592964
1421	239.9568705
1422	239.0559138
1423	238.9247526
1424	238.4281209
1425	238.0279108
1426	237.5218058
1427	237.3400578
1428	236.9327542
1429	236.3547861
1430	236.1202568
1431	235.8501204
1432	235.5475084
1433	235.4874951
1434	235.1885216
1435	234.9687163
1436	234.6534312
1437	234.598834
1438	234.1095369
1439	233.808602
1440	233.3494407
1441	233.0444161
1442	232.8108384
1443	232.7176082
1444	232.2578235
1445	232.2326587
1446	231.602663
1447	231.5563894
1448	231.1560254
1449	230.715812
1450	230.5661215
1451	230.4520127
1452	230.1385964
1453	229.6739693
1454	229.4847601
1455	228.9088731
1456	228.7888616
1457	228.4177353
1458	228.1976415
1459	227.6668419
1460	227.5769329
1461	227.1784692
1462	226.8100292
1463	226.4307938
1464	225.8330181
1465	225.7479748
1466	225.4635248
1467	225.3169595
1468	224.9294121
1469	224.6448301
1470	224.2421475
1471	224.0089102
1472	223.9321991
1473	223.3762326
1474	222.647024
1475	222.5498716
1476	222.4222661
1477	222.008545
1478	221.8198221
1479	221.3313231
1480	221.1926246
1481	220.6374586
1482	220.2718323
1483	220.1812795
1484	219.66266
1485	219.3486109
1486	218.6609601
1487	218.2835268
1488	217.6757768
1489	217.5716471
1490	217.0599514
1491	216.8929981
1492	216.4052491
1493	215.9554179
1494	215.8266353
1495	215.2263646
1496	214.9282434
1497	214.3463165
1498	213.9573552
1499	213.9090245
1500	213.7462536
1501	213.1813951
1502	212.7584905
1503	212.2069054
1504	211.9161148
1505	211.5385675
1506	210.7376595
1507	210.3280557
1508	210.1341743
1509	209.9838165
1510	209.7530675
1511	209.566752
1512	209.4813154
1513	209.1946167
1514	208.995045
1515	208.9610946
1516	208.5032722
1517	208.2710704
1518	208.1025457
1519	207.8114006
1520	207.6699603
1521	207.2365082
1522	206.9136059
1523	206.7737576
1524	206.6495837
1525	206.1493728
1526	205.9602424
1527	205.6048288
1528	205.3550766
1529	205.1465267
1530	204.7674249
1531	204.4771145
1532	204.171825
1533	204.0563522
1534	203.7298308
1535	203.2583986
1536	202.9549332
1537	202.6000622
1538	202.0259938
1539	201.9821197
1540	201.6802555
1541	201.5423247
1542	201.1704652
1543	200.6264634
1544	200.5805931
1545	200.4938824
1546	199.987196
1547	199.7483465
1548	199.4138187
1549	199.3247532
1550	199.1768024
1551	198.8734934
1552	198.5005075
1553	198.3114188
1554	198.2557089
1555	197.6205627
1556	197.3358493
1557	196.9994819
1558	196.5698031
1559	196.5331747
1560	196.2028495
1561	195.8994619
1562	195.7277517
1563	195.2104089
1564	194.8139468
1565	194.536795
1566	194.1744459
1567	193.8194317
1568	193.5631874
1569	193.1093394
1570	193.079966
1571	192.6037631
1572	192.4289882
1573	192.0470996
1574	191.8506974
1575	191.5674515
1576	191.3215384
1577	191.1186666
1578	190.7473079
1579	190.7111111
1580	190.5195938
1581	190.4458451
1582	190.3827692
1583	190.0359928
1584	189.6570885
1585	189.3705345
1586	188.9776358
1587	188.7512982
1588	188.3339354
1589	187.9042569
1590	187.6970093
1591	187.2910437
1592	186.9171796
1593	186.5219016
1594	186.3373025
1595	186.2048457
1596	185.8363419
1597	185.5040807
1598	185.3598633
1599	185.0925626
1600	184.9955834
1601	184.8197535
1602	184.2124317
1603	183.787193
1604	183.5508723
1605	183.4565301
1606	183.2870036
1607	183.1812702
1608	182.7012952
1609	182.6214251
1610	182.3717907
1611	182.0487778
1612	181.6129717
1613	181.2674839
1614	181.0966775
1615	180.9311546
1616	180.896541
1617	180.5828212
1618	180.264532
1619	180.2191502
1620	179.8686782
1621	179.551879
1622	179.2660531
1623	178.7936712
1624	178.4990608
1625	178.0276972
1626	177.8257864
1627	177.6942546
1628	177.2596146
1629	177.008852
1630	176.8985619
1631	176.86838
1632	176.815468
1633	176.6067209
1634	176.3899232
1635	175.8922304
1636	175.6222151
1637	175.5180112
1638	175.2165457
1639	174.8639858
1640	174.5319744
1641	174.3304088
1642	174.2667003
1643	173.8248617
1644	173.6912279
1645	173.6478428
1646	173.3081721
1647	173.0119115
1648	172.6648249
1649	172.3435167
1650	172.0211785
1651	171.7457684
1652	171.5113228
1653	171.0371139
1654	170.6705656
1655	170.5345886
1656	170.1659667
1657	169.7539583
1658	169.559046
1659	169.2443068
1660	168.8195937
1661	168.6173282
1662	168.3297226
1663	168.0431465
1664	168.0134033
1665	167.7824455
1666	167.5605571
1667	167.4127946
1668	166.9600072
1669	166.7366116
1670	166.5608235
1671	166.1717684
1672	165.8055539
1673	165.3789621
1674	165.1313713
1675	164.9339474
