iter	Passed	Remaining
1658	170421	35029
1659	170520	34925
1660	170634	34825
1661	170748	34724
1662	170847	34621
1663	170948	34518
1664	171049	34415
1665	171176	34317
1666	171274	34213
1667	171375	34110
1668	171492	34010
1669	171593	33907
1670	171708	33807
1671	171809	33704
1672	171908	33600
1673	172011	33498
1674	172107	33393
1675	172208	33290
1676	172310	33187
1677	172408	33084
1678	172511	32981
1679	172612	32878
1680	172712	32775
1681	172814	32672
1682	172915	32569
1683	173018	32466
1684	173121	32363
1685	173235	32263
1686	173329	32158
1687	173432	32056
1688	173533	31953
1689	173633	31850
1690	173736	31747
1691	173838	31644
1692	173939	31541
1693	174039	31438
1694	174139	31334
1695	174239	31231
1696	174341	31128
1697	174444	31026
1698	174546	30923
1699	174659	30822
1700	174760	30719
1701	174860	30616
1702	174963	30513
1703	175062	30409
1704	175164	30307
1705	175265	30204
1706	175366	30100
1707	175467	29997
1708	175570	29895
1709	175669	29791
1710	175769	29688
1711	175869	29585
1712	175972	29482
1713	176072	29379
1714	176175	29276
1715	176276	29173
1716	176377	29070
1717	176480	28968
1718	176582	28865
1719	176685	28762
1720	176787	28659
1721	176887	28556
1722	176988	28453
1723	177090	28350
1724	177189	28247
1725	177289	28144
1726	177391	28041
1727	177493	27938
1728	177596	27836
1729	177715	27735
1730	177814	27632
1731	177912	27529
1732	178009	27425
1733	178110	27322
1734	178211	27219
1735	178307	27115
1736	178418	27014
1737	178519	26911
1738	178622	26808
1739	178732	26707
1740	178833	26604
1741	178935	26501
1742	179036	26398
1743	179143	26296
1744	179243	26193
1745	179366	26093
1746	179478	25992
1747	179593	25890
1748	179693	25787
1749	179796	25685
1750	179898	25582
1751	180010	25481
1752	180110	25377
1753	180213	25275
1754	180314	25172
1755	180413	25068
1756	180517	24966
1757	180620	24863
1758	180716	24759
1759	180818	24657
1760	180918	24553
1761	181019	24450
1762	181120	24348
1763	181221	24245
1764	181323	24142
1765	181424	24039
1766	181528	23936
1767	181630	23833
1768	181733	23731
1769	181831	23627
1770	181933	23524
1771	182037	23422
1772	182140	23319
1773	182241	23216
1774	182342	23113
1775	182442	23010
1776	182543	22907
1777	182644	22804
1778	182759	22703
1779	182858	22600
1780	182984	22500
1781	183099	22399
1782	183201	22296
1783	183303	22193
1784	183400	22090
1785	183499	21987
1786	183602	21884
1787	183703	21781
1788	183804	21678
1789	183904	21575
1790	184018	21473
1791	184133	21372
1792	184234	21269
1793	184335	21166
1794	184434	21063
1795	184535	20960
1796	184637	20857
1797	184737	20754
1798	184837	20651
1799	184939	20548
1800	185040	20445
1801	185151	20344
1802	185252	20241
1803	185351	20137
1804	185465	20036
1805	185569	19933
1806	185672	19831
1807	185773	19728
1808	185875	19625
1809	185978	19522
1810	186080	19419
1811	186183	19317
1812	186284	19214
1813	186384	19111
1814	186485	19008
1815	186586	18905
1816	186686	18802
1817	186787	18699
1818	186889	18596
1819	186987	18493
1820	187090	18390
1821	187190	18287
1822	187300	18185
1823	187399	18082
1824	187501	17979
1825	187615	17877
1826	187717	17775
1827	187816	17671
1828	187918	17569
1829	188035	17467
1830	188144	17365
1831	188244	17262
1832	188339	17159
1833	188436	17055
1834	188540	16953
1835	188642	16850
1836	188742	16747
1837	188844	16644
1838	188946	16541
1839	189049	16439
1840	189156	16336
1841	189256	16233
1842	189356	16130
1843	189455	16027
1844	189557	15924
1845	189658	15822
1846	189757	15718
1847	189859	15616
1848	189959	15513
1849	190061	15410
1850	190163	15307
1851	190262	15204
1852	190362	15101
1853	190461	14998
1854	190563	14895
1855	190676	14793
1856	190776	14690
1857	190876	14587
1858	190977	14485
1859	191108	14384
1860	191209	14281
1861	191309	14178
1862	191410	14075
1863	191513	13973
1864	191612	13870
1865	191715	13767
1866	191815	13664
1867	191916	13561
1868	192017	13458
1869	192118	13355
1870	192219	13252
1871	192322	13150
1872	192422	13047
1873	192522	12944
1874	192625	12841
1875	192725	12738
1876	192826	12635
1877	192929	12533
1878	193031	12430
1879	193129	12327
1880	193231	12224
1881	193329	12121
1882	193428	12018
1883	193531	11915
1884	193632	11813
1885	193746	11711
1886	193846	11608
1887	193946	11505
1888	194048	11402
1889	194151	11299
1890	194251	11196
1891	194354	11094
1892	194454	10991
1893	194566	10889
1894	194680	10787
1895	194779	10684
1896	194880	10581
1897	194981	10478
1898	195083	10375
1899	195184	10272
1900	195288	10170
1901	195392	10067
1902	195505	9965
1903	195619	9863
1904	195720	9760
1905	195817	9657
1906	195919	9554
1907	196033	9452
1908	196134	9349
1909	196235	9246
1910	196338	9143
1911	196439	9041
1912	196539	8938
1913	196640	8835
1914	196738	8732
1915	196839	8629
1916	196939	8526
1917	197041	8424
1918	197141	8321
1919	197245	8218
1920	197347	8115
1921	197447	8012
1922	197548	7910
1923	197647	7807
1924	197748	7704
1925	197851	7601
1926	197952	7498
1927	198053	7396
1928	198164	7293
1929	198264	7190
1930	198361	7088
1931	198463	6985
1932	198562	6882
1933	198664	6779
1934	198763	6676
1935	198865	6574
1936	198965	6471
1937	199066	6368
1938	199166	6265
1939	199258	6162
1940	199361	6059
1941	199487	5957
1942	199586	5855
1943	199701	5752
1944	199801	5649
1945	199902	5547
1946	200001	5444
1947	200100	5341
1948	200201	5238
1949	200307	5136
1950	200409	5033
1951	200512	4930
1952	200613	4827
1953	200738	4725
1954	200836	4622
1955	200937	4520
1956	201037	4417
1957	201137	4314
1958	201250	4211
1959	201353	4109
1960	201454	4006
1961	201565	3903
1962	201681	3801
1963	201782	3698
1964	201909	3596
1965	202009	3493
1966	202109	3390
1967	202208	3287
1968	202307	3185
1969	202408	3082
1970	202509	2979
1971	202607	2876
1972	202711	2774
1973	202811	2671
1974	202913	2568
1975	203012	2465
1976	203114	2362
1977	203214	2260
1978	203313	2157
1979	203411	2054
1980	203515	1951
1981	203620	1849
1982	203708	1746
1983	203809	1643
1984	203910	1540
1985	204007	1438
1986	204119	1335
1987	204217	1232
1988	204316	1129
1989	204416	1027
1990	204516	924
1991	204612	821
1992	204713	719
1993	204811	616
1994	204913	513
1995	205014	410
1996	205115	308
1997	205216	205
1998	205314	102
1999	205417	0
